id,sentence,file_name,location,label,negative,positive,neutral
654,"diplomatic, economic, and military ?",doc5.txt,7,neutral,0.4211031035604925,0.5788968964395075,0.5521321241148377
655,to root out both the agents of terrorism and the conditions that helped breed it.,doc5.txt,8,neutral,0.3431307050473481,0.6568692949526519,0.7698301892001863
656,"In each case, what has been required to meet the challenges we face has been good judgment and clear vision from our leaders, and a fundamental seriousness and engagement on the part of the American people ?",doc5.txt,9,neutral,0.1522037754855573,0.8477962245144427,0.8527943622161066
657,"a willingness on the part of each of us to look past what is petty and small and sensational, and look ahead to what is necessary and purposeful.",doc5.txt,10,pos,0.2920451104209899,0.7079548895790101,0.2096254630261153
658,"A few Tuesdays ago, the American people embraced this seriousness with regards to America’s policy in Iraq.",doc5.txt,11,neutral,0.2696307771538543,0.7303692228461457,0.6567910910147112
659,"Americans were originally persuaded by the President to go to war in part because of the threat of weapons of mass destruction, and in part because they were told that it would help reduce the threat of international terrorism.",doc5.txt,12,neutral,0.3594688191273342,0.6405311808726658,0.9907021192035236
660,Neither turned out to be true.,doc5.txt,13,neutral,0.6531277005166527,0.3468722994833473,0.6864380184273052
661,"And now, after three long years of watching the same back and forth in Washington, the American people have sent a clear message that the days of using the war on terror as a political football are over.",doc5.txt,14,neutral,0.33476775451379637,0.6652322454862036,0.9418547824413035
662,That policy-by-slogan will no longer pass as an acceptable form of debate in this country.,doc5.txt,15,neg,0.5401819896604004,0.45981801033959957,0.4587155665491793
663,"“Mission Accomplished,” “cut and run,” “stay the course” ?",doc5.txt,16,neutral,0.5058991910569222,0.4941008089430779,0.9177443021878996
664,the American people have determined that all these phrases have become meaningless in the face of a conflict that grows more deadly and chaotic with each passing day ?,doc5.txt,17,neutral,0.2576351205405699,0.7423648794594301,0.7287010191255335
665,a conflict that has only increased the terrorist threat it was supposed to help contain.,doc5.txt,18,neutral,0.7297098730281494,0.2702901269718506,0.548217914467387
666,"2,867 Americans have now died in this war.",doc5.txt,19,neutral,0.605182013686185,0.3948179863138151,0.9244407059908606
667,Thousands more have suffered wounds that will last a lifetime.,doc5.txt,20,pos,0.27082369311381727,0.7291763068861827,0.36548209302305873
668,Iraq is descending into chaos based on ethnic divisions that were around long before American troops arrived.,doc5.txt,21,neutral,0.5119614978179867,0.4880385021820132,0.8810032447179784
669,The conflict has left us distracted from containing the world’s growing threats ?,doc5.txt,22,neutral,0.4206031411755925,0.5793968588244075,0.8725546748877604
670,"in North Korea, in Iran, and in Afghanistan.",doc5.txt,23,neutral,0.3194008952184557,0.6805991047815443,0.9153289311863193
671,And a report by our own intelligence agencies has concluded that al Qaeda is successfully using the war in Iraq to recruit a new generation of terrorists for its war on America.,doc5.txt,24,neutral,0.24236222521432105,0.757637774785679,0.7052901244442632
672,"These are serious times for our country, and with their votes two weeks ago, Americans demanded a feasible strategy with defined goals in Iraq ?",doc5.txt,25,neutral,0.2808251406302177,0.7191748593697823,0.7688153677708655
673,"a strategy no longer driven by ideology and politics, but one that is based on a realistic assessment of the sobering facts on the ground and our interests in the region.",doc5.txt,26,neutral,0.43481569780134965,0.5651843021986503,0.8569277232488416
674,"This kind of realism has been missing since the very conception of this war, and it is what led me to publicly oppose it in 2002.",doc5.txt,27,neg,0.515787551272873,0.484212448727127,0.25791688373993965
675,"The notion that Iraq would quickly and easily become a bulwark of flourishing democracy in the Middle East was not a plan for victory, but an ideological fantasy.",doc5.txt,28,neutral,0.38056022142828905,0.619439778571711,0.8331239862336682
676,"I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.",doc5.txt,29,neutral,0.6297492487217659,0.37025075127823415,0.6567770120380798
677,"Month after month, and then year after year, I’ve watched with a heavy heart as my deepest suspicions about this war’s conception have been confirmed and exacerbated in its disastrous implementation.",doc5.txt,30,neg,0.5290959586942169,0.4709040413057831,0.08690285577073109
678,"No matter how bad it gets, we are told to wait, and not ask questions.",doc5.txt,31,neg,0.8788594486885422,0.12114055131145786,0.11775531591973913
679,We have been assured that the insurgency is in its last throes.,doc5.txt,32,neg,0.5966392095721007,0.40336079042789935,0.3185415350861518
680,"We have been told that progress is just around the corner, and that when the Iraqis stand up, we will be able to stand down.",doc5.txt,33,neutral,0.5145640871981375,0.4854359128018625,0.6941091517448922
681,"Last week, without a trace of irony, the President even chose Vietnam as the backdrop for remarks counseling “patience” with his policies in Iraq.",doc5.txt,34,neutral,0.34356751269653507,0.6564324873034649,0.8895876032850291
682,"When I came here and gave a speech on this war a year ago, I suggested that we begin to move towards a phased redeployment of American troops from Iraqi soil.",doc5.txt,35,neutral,0.5611668741436444,0.43883312585635553,0.7835337187578256
683,"At that point, seventy-five U.S.",doc5.txt,36,neutral,0.5740831894909451,0.4259168105090549,0.6843600394084589
684,"Senators, Republican and Democrat, including myself, had also voted in favor of a resolution demanding that 2006 be a year of significant transition in Iraq.",doc5.txt,37,pos,0.4889530179094361,0.5110469820905639,0.22147787359235405
685,What we have seen instead is a year of significant deterioration.,doc5.txt,38,pos,0.45707809132657073,0.5429219086734293,0.3963607939035036
686,"A year in which well-respected Republicans like John Warner, former Administration officials like Colin Powell, generals who have served in Iraq, and intelligence experts have all said that what we are doing is not working.",doc5.txt,39,neutral,0.5060565175685803,0.4939434824314198,0.9899099808055184
687,A year that is ending with an attempt by the bipartisan Iraq Study Group to determine what can be done about a country that is quickly spiraling out of control.,doc5.txt,40,neutral,0.6322409075151987,0.3677590924848014,0.8380727808824311
688,"According to our own Pentagon, the situation on the ground is now pointing towards chaos.",doc5.txt,41,neutral,0.36312056130936876,0.6368794386906312,0.6610969861118237
689,"Sectarian violence has reached an all-time high, and 365,000 Iraqis have fled their homes since the bombing of a Shia mosque in Samarra last February.",doc5.txt,42,neutral,0.4165276698483035,0.5834723301516965,0.8800229256508819
690,"300,000 Iraqi security forces have supposedly been recruited and trained over the last two years, and yet American troop levels have not been reduced by a single soldier.",doc5.txt,43,neutral,0.6040335496542315,0.39596645034576855,0.9559613122407669
691,"The addition of 4,000 American troops in Baghdad has not succeeded in securing that increasingly perilous city.",doc5.txt,44,neutral,0.5419545041284681,0.45804549587153187,0.9089019944716131
692,And polls show that almost two-thirds of all Iraqis now sympathize with attacks on American soldiers.,doc5.txt,45,pos,0.2722545680429854,0.7277454319570146,0.44411125835966114
693,Prime Minister Maliki is not making our job easier.,doc5.txt,46,neutral,0.5188759535635614,0.48112404643643863,0.9472617173908277
694,"In just the past three weeks, he has ?",doc5.txt,47,neutral,0.6378912913826587,0.36210870861734135,0.9004213136317931
695,and I’m quoting from a New York Times article here ?,doc5.txt,48,neg,0.5518901691726669,0.44810983082733313,0.2554625483502816
696,"“rejected the notion of an American ‘timeline’ for action on urgent Iraqi political issues; ordered American commanders to lift checkpoints they had set up around the Shiite district of Sadr City to hunt for a kidnapped American soldier and a fugitive Shiite death squad leader; and blamed the Americans for the deteriorating security situation in Iraq.”
This is now the reality of Iraq.",doc5.txt,49,pos,0.4121290363663692,0.5878709636336308,0.37512316511156674
